trialno,rt,response,intensity,accuracy,id
60,3.643,1.0,0.6076,1,MC82
61,1.082,0.0,-0.6076,1,MC82
62,1.277,1.0,-0.6076,0,MC82
63,1.021,0.0,-0.6076,1,MC82
64,0.967,0.0,-0.6076,1,MC82
65,1.133,1.0,0.6076,1,MC82
66,1.667,1.0,-0.6076,0,MC82
67,2.134,1.0,0.6076,1,MC82
68,1.401,0.0,0.6076,0,MC82
69,1.135,0.0,-0.6076,1,MC82
70,1.079,0.0,-0.6076,1,MC82
71,1.314,1.0,0.6076,1,MC82
72,2.725,1.0,0.6076,1,MC82
73,2.617,0.0,0.6076,0,MC82
74,1.163,1.0,0.6076,1,MC82
75,2.438,1.0,-0.6076,0,MC82
76,1.261,1.0,0.6076,1,MC82
77,2.684,0.0,-0.6076,1,MC82
78,2.879,0.0,-0.6076,1,MC82
79,1.313,1.0,0.6076,1,MC82
80,2.032,1.0,0.6076,1,MC82
81,2.134,0.0,0.6076,0,MC82
82,2.688,0.0,-0.6076,1,MC82
83,1.333,1.0,0.6076,1,MC82
84,0.972,0.0,-0.6076,1,MC82
85,1.249,1.0,-0.6076,0,MC82
86,1.009,0.0,-0.6076,1,MC82
87,1.238,1.0,-0.6076,0,MC82
88,1.006,0.0,-0.6076,1,MC82
89,1.567,1.0,0.6076,1,MC82
90,3.207,1.0,0.6076,1,MC82
91,1.197,1.0,0.6076,1,MC82
92,0.976,0.0,-0.6076,1,MC82
93,1.35,0.0,-0.6076,1,MC82
94,1.074,0.0,-0.6076,1,MC82
95,2.207,0.0,0.6076,0,MC82
96,2.678,1.0,0.6076,1,MC82
97,1.38,0.0,-0.6076,1,MC82
98,1.071,0.0,-0.6076,1,MC82
99,1.095,0.0,-0.6076,1,MC82
100,1.261,0.0,-0.6076,1,MC82
1,1.715,0.0,-0.4181,1,MP94
2,1.525,0.0,0.4181,0,MP94
3,1.145,1.0,0.4181,1,MP94
4,1.367,1.0,0.4181,1,MP94
5,1.275,0.0,0.4181,0,MP94
6,1.118,1.0,0.4181,1,MP94
7,1.606,1.0,0.4181,1,MP94
8,1.42,1.0,0.4181,1,MP94
9,1.278,1.0,0.4181,1,MP94
10,1.901,0.0,0.4181,0,MP94
11,1.221,1.0,0.4181,1,MP94
12,1.281,1.0,0.4181,1,MP94
13,1.26,1.0,0.4181,1,MP94
14,1.113,1.0,0.4181,1,MP94
15,2.071,0.0,0.4181,0,MP94
16,1.517,0.0,0.4181,0,MP94
17,1.359,0.0,0.4181,0,MP94
18,1.339,1.0,0.4181,1,MP94
19,1.26,1.0,0.4181,1,MP94
20,1.552,1.0,0.4181,1,MP94
21,1.07,0.0,-0.4181,1,MP94
22,1.421,1.0,0.4181,1,MP94
23,1.072,0.0,-0.4181,1,MP94
24,1.302,1.0,0.4181,1,MP94
25,1.059,0.0,-0.4181,1,MP94
26,1.075,1.0,0.4181,1,MP94
27,1.404,0.0,0.4181,0,MP94
28,1.38,0.0,-0.4181,1,MP94
29,1.834,1.0,0.4181,1,MP94
30,1.431,1.0,0.4181,1,MP94
31,1.285,1.0,0.4181,1,MP94
32,1.571,1.0,0.4181,1,MP94
33,1.251,1.0,0.4181,1,MP94
34,1.948,0.0,0.4181,0,MP94
35,1.615,0.0,-0.4181,1,MP94
36,1.658,0.0,0.4181,0,MP94
37,1.238,1.0,0.4181,1,MP94
38,1.263,1.0,0.4181,1,MP94
39,1.231,1.0,0.4181,1,MP94
40,1.123,0.0,0.4181,0,MP94
41,1.112,1.0,0.4181,1,MP94
42,1.767,1.0,0.4181,1,MP94
43,2.012,0.0,0.4181,0,MP94
44,1.064,1.0,0.4181,1,MP94
45,1.832,0.0,0.4181,0,MP94
46,1.521,1.0,0.4181,1,MP94
47,1.438,0.0,0.4181,0,MP94
48,1.471,0.0,0.4181,0,MP94
49,1.187,1.0,-0.4181,0,MP94
50,1.338,1.0,-0.4181,0,MP94
51,2.073,1.0,0.4181,1,MP94
52,1.058,0.0,-0.4181,1,MP94
53,1.78,1.0,0.4181,1,MP94
54,1.906,1.0,0.4181,1,MP94
55,2.098,1.0,-0.4181,0,MP94
56,1.773,1.0,0.4181,1,MP94
57,1.946,1.0,0.4181,1,MP94
58,1.874,1.0,0.4181,1,MP94
59,1.426,0.0,0.4181,0,MP94
60,1.806,0.0,0.4181,0,MP94
61,2.359,0.0,0.4181,0,MP94
62,1.521,1.0,0.4181,1,MP94
63,1.335,1.0,0.4181,1,MP94
64,2.202,0.0,0.4181,0,MP94
65,1.173,1.0,0.4181,1,MP94
66,2.022,1.0,-0.4181,0,MP94
67,1.885,0.0,0.4181,0,MP94
68,1.591,0.0,0.4181,0,MP94
69,1.685,1.0,0.4181,1,MP94
70,1.52,1.0,0.4181,1,MP94
71,1.859,1.0,0.4181,1,MP94
72,1.374,0.0,0.4181,0,MP94
73,1.788,1.0,-0.4181,0,MP94
74,1.352,0.0,0.4181,0,MP94
75,1.313,1.0,-0.4181,0,MP94
76,2.231,0.0,-0.4181,1,MP94
77,1.734,0.0,0.4181,0,MP94
78,1.927,0.0,-0.4181,1,MP94
79,2.062,0.0,0.4181,0,MP94
80,1.31,0.0,0.4181,0,MP94
81,1.5,0.0,0.4181,0,MP94
82,2.35,1.0,0.4181,1,MP94
83,2.007,0.0,0.4181,0,MP94
84,1.576,0.0,-0.4181,1,MP94
85,1.445,1.0,0.4181,1,MP94
86,1.346,1.0,0.4181,1,MP94
87,1.517,1.0,0.4181,1,MP94
88,2.3,1.0,0.4181,1,MP94
89,1.897,0.0,0.4181,0,MP94
90,1.837,1.0,0.4181,1,MP94
91,2.039,1.0,0.4181,1,MP94
92,2.171,1.0,0.4181,1,MP94
93,2.209,1.0,-0.4181,0,MP94
94,1.246,0.0,0.4181,0,MP94
95,1.755,1.0,0.4181,1,MP94
96,1.37,1.0,-0.4181,0,MP94
97,1.463,1.0,0.4181,1,MP94
98,1.696,0.0,0.4181,0,MP94
99,2.278,0.0,-0.4181,1,MP94
100,1.804,1.0,-0.4181,0,MP94
1,2.157,1.0,0.4181,1,MP94
2,1.534,1.0,0.4181,1,MP94
3,2.072,0.0,0.4181,0,MP94
4,1.526,0.0,-0.4181,1,MP94
5,1.377,0.0,-0.4181,1,MP94
6,1.567,1.0,0.4181,1,MP94
7,1.789,0.0,0.4181,0,MP94
8,1.291,1.0,0.4181,1,MP94
9,1.887,0.0,-0.4181,1,MP94
10,1.27,1.0,0.4181,1,MP94
11,2.376,1.0,0.4181,1,MP94
12,1.956,0.0,0.4181,0,MP94
13,1.819,1.0,0.4181,1,MP94
14,1.698,0.0,-0.4181,1,MP94
15,1.691,1.0,0.4181,1,MP94
16,1.675,1.0,0.4181,1,MP94
17,2.281,0.0,-0.4181,1,MP94
18,2.05,1.0,-0.4181,0,MP94
19,1.402,0.0,-0.4181,1,MP94
20,1.283,1.0,0.4181,1,MP94
21,1.439,0.0,0.4181,0,MP94
22,1.322,1.0,-0.4181,0,MP94
23,2.095,1.0,0.4181,1,MP94
24,1.584,0.0,0.4181,0,MP94
25,1.868,1.0,0.4181,1,MP94
26,1.234,0.0,-0.4181,1,MP94
27,2.062,0.0,-0.4181,1,MP94
28,1.94,0.0,-0.4181,1,MP94
29,1.624,1.0,0.4181,1,MP94
30,2.212,1.0,0.4181,1,MP94
31,1.291,0.0,0.4181,0,MP94
32,1.36,1.0,0.4181,1,MP94
33,1.912,0.0,0.4181,0,MP94
34,2.023,1.0,0.4181,1,MP94
35,1.688,1.0,-0.4181,0,MP94
36,1.13,1.0,0.4181,1,MP94
37,1.203,1.0,0.4181,1,MP94
38,1.316,1.0,0.4181,1,MP94
39,1.508,1.0,-0.4181,0,MP94
40,1.488,0.0,0.4181,0,MP94
41,1.311,0.0,0.4181,0,MP94
42,1.294,1.0,0.4181,1,MP94
43,1.91,0.0,0.4181,0,MP94
44,1.053,1.0,0.4181,1,MP94
45,1.527,1.0,0.4181,1,MP94
46,2.135,0.0,0.4181,0,MP94
47,1.77,0.0,-0.4181,1,MP94
48,1.565,1.0,0.4181,1,MP94
49,1.503,1.0,0.4181,1,MP94
50,2.074,1.0,0.4181,1,MP94
51,2.328,1.0,0.4181,1,MP94
52,2.487,0.0,0.4181,0,MP94
53,2.036,1.0,0.4181,1,MP94
54,2.247,0.0,-0.4181,1,MP94
55,1.676,1.0,0.4181,1,MP94
56,2.005,1.0,0.4181,1,MP94
57,1.2,0.0,0.4181,0,MP94
58,1.593,1.0,0.4181,1,MP94
59,1.177,0.0,0.4181,0,MP94
60,2.037,1.0,0.4181,1,MP94
61,1.239,1.0,0.4181,1,MP94
62,1.27,1.0,0.4181,1,MP94
63,1.818,1.0,0.4181,1,MP94
64,1.016,0.0,0.4181,0,MP94
65,1.339,0.0,0.4181,0,MP94
66,1.931,0.0,-0.4181,1,MP94
67,1.401,1.0,0.4181,1,MP94
68,1.333,1.0,0.4181,1,MP94
69,1.526,0.0,0.4181,0,MP94
70,1.621,0.0,0.4181,0,MP94
71,2.692,0.0,-0.4181,1,MP94
72,2.31,0.0,-0.4181,1,MP94
73,1.526,1.0,0.4181,1,MP94
74,1.169,1.0,-0.4181,0,MP94
75,2.173,1.0,0.4181,1,MP94
76,1.792,0.0,0.4181,0,MP94
77,2.165,1.0,0.4181,1,MP94
78,1.606,1.0,0.4181,1,MP94
79,1.873,0.0,0.4181,0,MP94
80,1.876,1.0,0.4181,1,MP94
81,2.466,1.0,0.4181,1,MP94
82,2.216,0.0,0.4181,0,MP94
83,2.05,0.0,0.4181,0,MP94
84,2.34,0.0,0.4181,0,MP94
85,2.049,0.0,0.4181,0,MP94
86,2.249,1.0,0.4181,1,MP94
87,1.403,1.0,0.4181,1,MP94
88,1.836,0.0,0.4181,0,MP94
89,0.93,0.0,0.4181,0,MP94
90,2.342,1.0,0.4181,1,MP94
91,2.163,0.0,0.4181,0,MP94
92,1.801,1.0,0.4181,1,MP94
93,1.298,1.0,0.4181,1,MP94
94,1.939,0.0,0.4181,0,MP94
95,1.419,1.0,0.4181,1,MP94
96,1.819,0.0,-0.4181,1,MP94
97,1.878,1.0,0.4181,1,MP94
98,1.486,1.0,0.4181,1,MP94
99,1.488,1.0,0.4181,1,MP94
100,1.423,1.0,0.4181,1,MP94
1,1.934,1.0,0.4181,1,MP94
2,1.688,0.0,0.4181,0,MP94
3,1.438,1.0,-0.4181,0,MP94
4,1.701,0.0,0.4181,0,MP94
5,1.465,1.0,0.4181,1,MP94
6,1.504,0.0,0.4181,0,MP94
7,1.702,1.0,-0.4181,0,MP94
8,1.557,1.0,0.4181,1,MP94
9,1.206,1.0,0.4181,1,MP94
10,1.831,0.0,0.4181,0,MP94
11,1.083,0.0,0.4181,0,MP94
12,1.117,1.0,0.4181,1,MP94
13,1.366,0.0,0.4181,0,MP94
14,0.738,1.0,0.4181,1,MP94
15,1.214,1.0,0.4181,1,MP94
16,0.938,0.0,0.4181,0,MP94
17,1.442,1.0,0.4181,1,MP94
18,1.982,0.0,-0.4181,1,MP94
19,1.628,0.0,-0.4181,1,MP94
20,1.274,1.0,0.4181,1,MP94
21,1.323,1.0,0.4181,1,MP94
22,2.034,0.0,0.4181,0,MP94
23,1.411,1.0,0.4181,1,MP94
24,1.078,1.0,0.4181,1,MP94
25,1.253,1.0,0.4181,1,MP94
26,2.028,1.0,-0.4181,0,MP94
27,1.574,0.0,0.4181,0,MP94
28,1.641,0.0,-0.4181,1,MP94
29,2.201,1.0,0.4181,1,MP94
30,1.376,0.0,-0.4181,1,MP94
31,1.229,1.0,0.4181,1,MP94
32,1.362,0.0,-0.4181,1,MP94
33,1.333,1.0,0.4181,1,MP94
34,1.092,1.0,0.4181,1,MP94
35,1.64,0.0,0.4181,0,MP94
36,1.438,1.0,0.4181,1,MP94
37,1.54,0.0,0.4181,0,MP94
38,1.474,1.0,-0.4181,0,MP94
39,1.44,0.0,0.4181,0,MP94
40,2.104,1.0,-0.4181,0,MP94
41,1.231,0.0,0.4181,0,MP94
42,1.855,1.0,0.4181,1,MP94
43,1.452,1.0,-0.4181,0,MP94
44,1.34,0.0,-0.4181,1,MP94
45,1.594,0.0,0.4181,0,MP94
46,1.953,0.0,0.4181,0,MP94
47,2.135,1.0,0.4181,1,MP94
48,1.971,1.0,0.4181,1,MP94
49,1.82,0.0,0.4181,0,MP94
50,1.793,1.0,0.4181,1,MP94
51,2.147,1.0,0.4181,1,MP94
52,1.754,1.0,0.4181,1,MP94
53,2.198,0.0,0.4181,0,MP94
54,2.117,1.0,0.4181,1,MP94
55,1.41,0.0,0.4181,0,MP94
56,2.101,0.0,0.4181,0,MP94
57,1.235,1.0,0.4181,1,MP94
58,2.157,0.0,0.4181,0,MP94
59,2.181,1.0,0.4181,1,MP94
60,1.943,0.0,0.4181,0,MP94
61,2.073,1.0,0.4181,1,MP94
62,1.608,1.0,0.4181,1,MP94
63,1.724,1.0,0.4181,1,MP94
64,1.541,0.0,-0.4181,1,MP94
65,1.731,0.0,-0.4181,1,MP94
66,1.327,0.0,-0.4181,1,MP94
67,1.811,1.0,0.4181,1,MP94
68,1.484,1.0,0.4181,1,MP94
69,1.935,1.0,0.4181,1,MP94
70,1.198,0.0,-0.4181,1,MP94
71,1.287,1.0,0.4181,1,MP94
72,0.967,0.0,0.4181,0,MP94
73,0.951,0.0,0.4181,0,MP94
74,0.87,1.0,0.4181,1,MP94
75,2.029,1.0,0.4181,1,MP94
76,1.176,1.0,0.4181,1,MP94
77,2.065,0.0,0.4181,0,MP94
78,2.382,0.0,0.4181,0,MP94
79,2.257,1.0,0.4181,1,MP94
80,1.934,1.0,-0.4181,0,MP94
81,2.184,1.0,0.4181,1,MP94
82,2.114,1.0,0.4181,1,MP94
83,2.437,0.0,0.4181,0,MP94
84,1.619,0.0,-0.4181,1,MP94
85,2.067,0.0,0.4181,0,MP94
86,2.653,0.0,0.4181,0,MP94
87,1.926,0.0,-0.4181,1,MP94
88,1.646,1.0,0.4181,1,MP94
89,2.162,0.0,0.4181,0,MP94
90,2.41,0.0,0.4181,0,MP94
91,2.603,1.0,0.4181,1,MP94
92,1.661,1.0,0.4181,1,MP94
93,1.707,1.0,-0.4181,0,MP94
94,2.56,1.0,0.4181,1,MP94
95,2.081,1.0,0.4181,1,MP94
96,2.529,1.0,0.4181,1,MP94
97,2.651,0.0,0.4181,0,MP94
98,2.028,1.0,0.4181,1,MP94
99,1.573,1.0,0.4181,1,MP94
100,2.024,0.0,0.4181,0,MP94
1,1.891,1.0,-0.4181,0,MP94
2,1.472,0.0,0.4181,0,MP94
3,1.668,1.0,0.4181,1,MP94
4,1.455,0.0,0.4181,0,MP94
5,1.486,1.0,-0.4181,0,MP94
6,1.537,1.0,-0.4181,0,MP94
7,1.545,1.0,-0.4181,0,MP94
8,1.718,0.0,0.4181,0,MP94
9,2.049,0.0,0.4181,0,MP94
10,1.72,1.0,0.4181,1,MP94
11,1.568,0.0,-0.4181,1,MP94
12,1.438,1.0,-0.4181,0,MP94
13,1.679,0.0,0.4181,0,MP94
14,1.472,0.0,-0.4181,1,MP94
15,1.67,0.0,-0.4181,1,MP94
16,1.611,0.0,-0.4181,1,MP94
17,2.196,0.0,-0.4181,1,MP94
18,1.568,1.0,0.4181,1,MP94
19,1.795,1.0,-0.4181,0,MP94
20,2.331,0.0,0.4181,0,MP94
21,1.602,0.0,0.4181,0,MP94
22,2.057,0.0,-0.4181,1,MP94
23,1.349,1.0,0.4181,1,MP94
24,1.792,1.0,0.4181,1,MP94
25,1.02,0.0,-0.4181,1,MP94
26,1.992,0.0,-0.4181,1,MP94
27,1.326,1.0,-0.4181,0,MP94
28,1.919,1.0,0.4181,1,MP94
29,1.486,1.0,-0.4181,0,MP94
30,1.502,0.0,0.4181,0,MP94
31,1.839,1.0,0.4181,1,MP94
32,1.338,0.0,-0.4181,1,MP94
33,1.596,0.0,-0.4181,1,MP94
34,1.709,0.0,-0.4181,1,MP94
35,1.436,1.0,0.4181,1,MP94
36,1.264,0.0,0.4181,0,MP94
37,1.345,0.0,-0.4181,1,MP94
38,2.152,0.0,-0.4181,1,MP94
39,2.18,0.0,0.4181,0,MP94
40,2.17,1.0,0.4181,1,MP94
41,1.498,1.0,0.4181,1,MP94
42,2.228,1.0,-0.4181,0,MP94
43,2.113,1.0,0.4181,1,MP94
44,1.073,0.0,-0.4181,1,MP94
45,1.581,0.0,0.4181,0,MP94
46,1.436,1.0,0.4181,1,MP94
47,2.261,0.0,0.4181,0,MP94
48,1.899,1.0,0.4181,1,MP94
49,2.219,0.0,-0.4181,1,MP94
50,1.542,1.0,-0.4181,0,MP94
51,2.519,1.0,-0.4181,0,MP94
52,2.584,0.0,-0.4181,1,MP94
53,1.669,0.0,0.4181,0,MP94
54,1.267,1.0,0.4181,1,MP94
55,2.139,1.0,0.4181,1,MP94
56,1.859,1.0,0.4181,1,MP94
57,2.263,1.0,-0.4181,0,MP94
58,2.191,1.0,0.4181,1,MP94
59,1.003,0.0,-0.4181,1,MP94
60,2.123,1.0,-0.4181,0,MP94
61,1.896,1.0,0.4181,1,MP94
62,1.876,1.0,0.4181,1,MP94
63,1.267,0.0,-0.4181,1,MP94
64,1.823,0.0,0.4181,0,MP94
65,1.416,1.0,0.4181,1,MP94
66,2.174,0.0,0.4181,0,MP94
67,1.932,1.0,0.4181,1,MP94
68,1.208,0.0,-0.4181,1,MP94
69,1.621,1.0,-0.4181,0,MP94
70,2.297,0.0,-0.4181,1,MP94
71,1.871,1.0,0.4181,1,MP94
72,1.559,0.0,-0.4181,1,MP94
73,2.255,0.0,-0.4181,1,MP94
74,2.168,0.0,0.4181,0,MP94
75,1.324,0.0,-0.4181,1,MP94
76,2.301,1.0,0.4181,1,MP94
77,2.135,1.0,-0.4181,0,MP94
78,1.832,0.0,-0.4181,1,MP94
79,1.746,1.0,-0.4181,0,MP94
80,1.931,1.0,-0.4181,0,MP94
81,1.811,1.0,0.4181,1,MP94
82,1.034,0.0,-0.4181,1,MP94
83,2.133,1.0,-0.4181,0,MP94
84,1.661,1.0,0.4181,1,MP94
85,2.034,0.0,-0.4181,1,MP94
86,1.263,0.0,-0.4181,1,MP94
87,1.741,0.0,0.4181,0,MP94
88,1.894,1.0,0.4181,1,MP94
89,0.717,0.0,-0.4181,1,MP94
90,2.118,1.0,0.4181,1,MP94
91,1.897,1.0,0.4181,1,MP94
92,1.497,0.0,-0.4181,1,MP94
93,1.587,1.0,0.4181,1,MP94
94,2.366,1.0,-0.4181,0,MP94
95,2.09,1.0,0.4181,1,MP94
96,1.624,1.0,0.4181,1,MP94
97,1.748,0.0,0.4181,0,MP94
98,1.587,1.0,-0.4181,0,MP94
99,2.33,0.0,0.4181,0,MP94
100,1.628,1.0,-0.4181,0,MP94
1,2.083,0.0,-0.4181,1,MP94
2,1.919,0.0,-0.4181,1,MP94
3,1.812,1.0,-0.4181,0,MP94
4,1.537,0.0,0.4181,0,MP94
5,1.796,0.0,-0.4181,1,MP94
6,1.746,1.0,-0.4181,0,MP94
7,1.716,0.0,-0.4181,1,MP94
8,1.367,0.0,0.4181,0,MP94
9,2.482,1.0,-0.4181,0,MP94
10,1.571,1.0,0.4181,1,MP94
11,1.415,1.0,0.4181,1,MP94
12,1.959,1.0,0.4181,1,MP94
13,1.195,0.0,-0.4181,1,MP94
14,1.51,0.0,-0.4181,1,MP94
15,1.662,1.0,-0.4181,0,MP94
16,1.427,0.0,0.4181,0,MP94
17,1.749,1.0,0.4181,1,MP94
18,2.413,0.0,0.4181,0,MP94
19,1.708,1.0,0.4181,1,MP94
20,1.383,1.0,-0.4181,0,MP94
21,1.564,1.0,-0.4181,0,MP94
22,0.969,0.0,-0.4181,1,MP94
23,1.812,0.0,-0.4181,1,MP94
24,1.72,1.0,0.4181,1,MP94
25,0.893,1.0,0.4181,1,MP94
26,0.903,0.0,0.4181,0,MP94
27,0.967,1.0,0.4181,1,MP94
28,1.299,0.0,-0.4181,1,MP94
29,1.565,0.0,0.4181,0,MP94
30,1.707,1.0,0.4181,1,MP94
31,1.607,0.0,-0.4181,1,MP94
32,1.664,0.0,0.4181,0,MP94
33,2.133,1.0,-0.4181,0,MP94
34,1.621,1.0,-0.4181,0,MP94
35,1.264,1.0,-0.4181,0,MP94
36,1.422,1.0,0.4181,1,MP94
37,1.452,1.0,0.4181,1,MP94
38,2.007,1.0,-0.4181,0,MP94
39,1.213,0.0,0.4181,0,MP94
40,1.502,0.0,-0.4181,1,MP94
41,1.194,0.0,-0.4181,1,MP94
42,1.028,1.0,0.4181,1,MP94
43,2.297,1.0,0.4181,1,MP94
44,1.78,0.0,0.4181,0,MP94
45,2.099,0.0,-0.4181,1,MP94
46,2.081,1.0,-0.4181,0,MP94
47,1.439,0.0,-0.4181,1,MP94
48,1.68,1.0,-0.4181,0,MP94
49,1.599,0.0,-0.4181,1,MP94
50,1.405,1.0,0.4181,1,MP94
51,1.667,0.0,-0.4181,1,MP94
52,2.041,0.0,-0.4181,1,MP94
53,1.368,0.0,0.4181,0,MP94
54,1.487,1.0,0.4181,1,MP94
55,1.6,0.0,-0.4181,1,MP94
56,1.426,1.0,0.4181,1,MP94
57,1.381,0.0,-0.4181,1,MP94
58,1.714,1.0,0.4181,1,MP94
59,1.465,0.0,-0.4181,1,MP94
60,1.977,1.0,-0.4181,0,MP94
61,1.248,0.0,-0.4181,1,MP94
62,1.441,0.0,0.4181,0,MP94
63,1.458,1.0,0.4181,1,MP94
64,1.582,1.0,-0.4181,0,MP94
65,1.342,1.0,-0.4181,0,MP94
66,2.291,0.0,0.4181,0,MP94
67,1.379,0.0,-0.4181,1,MP94
68,1.454,0.0,0.4181,0,MP94
69,2.028,1.0,0.4181,1,MP94
70,1.907,1.0,-0.4181,0,MP94
71,2.299,1.0,0.4181,1,MP94
72,1.52,0.0,0.4181,0,MP94
73,1.048,1.0,-0.4181,0,MP94
74,1.497,0.0,0.4181,0,MP94
75,1.647,0.0,0.4181,0,MP94
76,1.819,1.0,-0.4181,0,MP94
77,2.113,1.0,-0.4181,0,MP94
78,1.283,1.0,0.4181,1,MP94
79,1.778,0.0,-0.4181,1,MP94
80,2.067,0.0,0.4181,0,MP94
81,1.575,0.0,-0.4181,1,MP94
82,1.356,1.0,0.4181,1,MP94
83,1.503,0.0,0.4181,0,MP94
84,1.144,1.0,0.4181,1,MP94
85,1.13,1.0,0.4181,1,MP94
86,1.006,1.0,0.4181,1,MP94
87,1.367,0.0,0.4181,0,MP94
88,1.315,0.0,-0.4181,1,MP94
89,1.291,1.0,-0.4181,0,MP94
90,1.329,1.0,0.4181,1,MP94
91,1.617,1.0,0.4181,1,MP94
92,1.206,1.0,-0.4181,0,MP94
93,1.389,1.0,-0.4181,0,MP94
94,1.694,1.0,0.4181,1,MP94
95,1.471,0.0,-0.4181,1,MP94
96,1.367,0.0,0.4181,0,MP94
97,1.564,0.0,-0.4181,1,MP94
98,1.087,1.0,0.4181,1,MP94
99,1.419,1.0,-0.4181,0,MP94
100,1.494,0.0,0.4181,0,MP94
1,1.337,0.0,0.8056,0,RA93
2,1.265,0.0,0.8056,0,RA93
3,0.991,0.0,-0.8056,1,RA93
4,1.697,1.0,0.8056,1,RA93
5,1.466,1.0,0.8056,1,RA93
6,1.17,0.0,-0.8056,1,RA93
7,0.995,1.0,0.8056,1,RA93
8,1.317,1.0,0.8056,1,RA93
9,1.842,0.0,0.8056,0,RA93
10,1.823,1.0,0.8056,1,RA93
11,1.477,1.0,0.8056,1,RA93
12,1.243,1.0,0.8056,1,RA93
13,1.481,0.0,0.8056,0,RA93
14,1.515,0.0,0.8056,0,RA93
15,1.202,1.0,0.8056,1,RA93
16,0.854,1.0,-0.8056,0,RA93
17,1.101,1.0,0.8056,1,RA93
18,1.092,1.0,0.8056,1,RA93
19,0.797,1.0,0.8056,1,RA93
20,1.04,1.0,0.8056,1,RA93
21,0.958,1.0,0.8056,1,RA93
22,1.216,1.0,0.8056,1,RA93
23,1.262,1.0,0.8056,1,RA93
24,1.262,1.0,0.8056,1,RA93
25,1.706,1.0,0.8056,1,RA93
26,2.084,1.0,0.8056,1,RA93
27,1.597,0.0,0.8056,0,RA93
28,1.56,1.0,0.8056,1,RA93
29,1.72,1.0,-0.8056,0,RA93
30,1.021,0.0,0.8056,0,RA93
31,1.15,0.0,0.8056,0,RA93
32,1.045,0.0,0.8056,0,RA93
33,1.052,0.0,-0.8056,1,RA93
34,1.228,0.0,0.8056,0,RA93
35,1.322,0.0,0.8056,0,RA93
36,1.277,0.0,-0.8056,1,RA93
37,1.299,0.0,0.8056,0,RA93
38,1.444,0.0,0.8056,0,RA93
39,1.323,0.0,0.8056,0,RA93
40,1.991,0.0,-0.8056,1,RA93
41,1.29,0.0,0.8056,0,RA93
42,1.944,0.0,0.8056,0,RA93
43,1.718,0.0,-0.8056,1,RA93
44,1.348,1.0,0.8056,1,RA93
45,1.409,1.0,0.8056,1,RA93
46,1.225,1.0,0.8056,1,RA93
47,1.021,1.0,-0.8056,0,RA93
48,1.45,1.0,0.8056,1,RA93
49,1.101,0.0,-0.8056,1,RA93
50,1.473,1.0,0.8056,1,RA93
51,1.223,0.0,0.8056,0,RA93
52,0.988,0.0,0.8056,0,RA93
53,0.96,1.0,0.8056,1,RA93
54,0.913,1.0,0.8056,1,RA93
55,1.377,1.0,0.8056,1,RA93
56,1.098,0.0,-0.8056,1,RA93
57,1.357,0.0,-0.8056,1,RA93
58,1.508,0.0,0.8056,0,RA93
59,1.398,0.0,0.8056,0,RA93
60,1.404,0.0,0.8056,0,RA93
61,1.276,0.0,0.8056,0,RA93
62,1.281,0.0,-0.8056,1,RA93
63,1.223,0.0,0.8056,0,RA93
64,1.392,0.0,0.8056,0,RA93
65,1.495,0.0,0.8056,0,RA93
66,1.398,0.0,0.8056,0,RA93
67,1.874,0.0,0.8056,0,RA93
68,1.441,0.0,0.8056,0,RA93
69,1.124,0.0,0.8056,0,RA93
70,1.016,0.0,-0.8056,1,RA93
71,1.131,1.0,0.8056,1,RA93
72,1.045,1.0,0.8056,1,RA93
73,1.567,1.0,0.8056,1,RA93
74,1.013,1.0,0.8056,1,RA93
75,0.987,1.0,0.8056,1,RA93
76,1.073,1.0,0.8056,1,RA93
77,2.284,0.0,0.8056,0,RA93
78,1.731,0.0,-0.8056,1,RA93
79,1.894,1.0,0.8056,1,RA93
80,1.335,0.0,-0.8056,1,RA93
81,1.497,1.0,0.8056,1,RA93
82,1.336,0.0,0.8056,0,RA93
83,1.274,0.0,-0.8056,1,RA93
84,1.265,1.0,0.8056,1,RA93
85,1.522,0.0,0.8056,0,RA93
86,1.6,1.0,0.8056,1,RA93
87,1.476,0.0,-0.8056,1,RA93
88,1.464,1.0,0.8056,1,RA93
89,2.765,0.0,0.8056,0,RA93
90,1.154,0.0,0.8056,0,RA93
91,2.845,0.0,0.8056,0,RA93
92,1.599,0.0,0.8056,0,RA93
93,2.294,1.0,0.8056,1,RA93
94,1.342,0.0,-0.8056,1,RA93
95,0.974,0.0,0.8056,0,RA93
96,1.222,0.0,0.8056,0,RA93
97,1.585,0.0,0.8056,0,RA93
98,1.584,0.0,0.8056,0,RA93
99,1.463,0.0,-0.8056,1,RA93
100,1.677,0.0,0.8056,0,RA93
1,1.523,1.0,0.8056,1,RA93
2,1.162,0.0,0.8056,0,RA93
3,1.792,0.0,0.8056,0,RA93
4,1.616,0.0,-0.8056,1,RA93
5,1.099,1.0,-0.8056,0,RA93
6,1.222,0.0,0.8056,0,RA93
7,1.076,0.0,0.8056,0,RA93
8,1.026,1.0,0.8056,1,RA93
9,1.191,1.0,0.8056,1,RA93
10,0.964,0.0,-0.8056,1,RA93
11,1.636,1.0,-0.8056,0,RA93
12,1.735,1.0,0.8056,1,RA93
13,1.275,1.0,0.8056,1,RA93
14,1.763,1.0,0.8056,1,RA93
